train_loss,test_loss,train_acc,test_acc,epoch_time,act_mean_0,act_std_0,grad_norm_0,act_mean_1,act_std_1,grad_norm_1,act_mean_2,act_std_2,grad_norm_2,act_mean_3,act_std_3,grad_norm_3,act_mean_4,act_std_4,grad_norm_4
0.08787168608506521,0.11058050857111812,0.9742333333333333,0.966,1.8988730907440186,0.03298043,1.2004709,1.4242165,0.05034922,0.90256894,1.4628925,0.0124161625,0.78507423,1.191835,0.018409193,0.7729246,0.8294953,-0.019640867,0.88072425,0.55577844
0.08527074909905592,0.10946437712833286,0.9748,0.9661,1.957279920578003,0.033605427,1.2036929,1.4219006,0.05147433,0.9055373,1.4630823,0.011597413,0.7856093,1.1903477,0.018167768,0.7719825,0.8254376,-0.018865963,0.8808975,0.55034363
0.08285602371692657,0.10706608117222786,0.9755666666666667,0.9664,1.8782598972320557,0.033573102,1.2068291,1.4171878,0.050946847,0.90851974,1.4622248,0.011446879,0.78682923,1.1876173,0.01735788,0.7729057,0.82118845,-0.018292151,0.8825891,0.5456693
0.0806121067126592,0.10634903557077051,0.9765166666666667,0.9667,1.9034247398376465,0.033712972,1.2094041,1.4148408,0.05148526,0.91149324,1.4615501,0.0113365,0.7886597,1.1849117,0.01778648,0.77393204,0.8166753,-0.018808518,0.8853285,0.5405932
0.07812160618503888,0.10390027590990067,0.97725,0.9667,1.85453200340271,0.032549642,1.2118964,1.4062105,0.05109423,0.91424257,1.4556314,0.011607605,0.7891386,1.1785797,0.016532663,0.7738723,0.8102067,-0.018102702,0.8868494,0.5344072
0.07610598496993383,0.10298544249013067,0.9777666666666667,0.9667,1.880342960357666,0.032729317,1.2145643,1.400912,0.051287334,0.91676503,1.4537773,0.009928871,0.7912901,1.1757927,0.016274108,0.77507067,0.8066214,-0.01789632,0.88907355,0.52997184
0.07384291863441467,0.1024812093168497,0.9783166666666666,0.967,1.8771331310272217,0.032657456,1.2163776,1.3942292,0.051030885,0.9193038,1.4489837,0.010296565,0.79188186,1.1705923,0.01605147,0.7753874,0.8003626,-0.017696664,0.89072406,0.5239163
0.07189904127518336,0.10182640889659524,0.9789833333333333,0.9679,1.8725008964538574,0.033233505,1.2194414,1.3893918,0.051516958,0.92218155,1.4458737,0.01082191,0.793373,1.1657155,0.015430631,0.77676743,0.795278,-0.01776399,0.8934724,0.5193042
0.07004633253713449,0.0997325472675264,0.9795666666666667,0.9681,1.8785128593444824,0.032562222,1.2212542,1.3895495,0.051337197,0.9244705,1.4473472,0.009886073,0.7939702,1.164985,0.015415475,0.77612936,0.7921156,-0.016659958,0.8942453,0.51495355
0.06813534923791885,0.09899307487607002,0.98055,0.9679,1.8631300926208496,0.032536414,1.2234957,1.3823913,0.051952884,0.9266422,1.4423913,0.009356188,0.79480493,1.1586779,0.014313377,0.77657825,0.7859661,-0.01613341,0.8959194,0.5093365
0.06617120334108671,0.09611407405138016,0.9809166666666667,0.9691,1.854058027267456,0.032891147,1.2249494,1.3773186,0.051918525,0.92880166,1.436865,0.008748058,0.7961862,1.1525712,0.013130482,0.7776511,0.7797755,-0.016215488,0.8988476,0.5038277
0.06459201280474663,0.09618684136345983,0.9817833333333333,0.9686,1.85555100440979,0.032399017,1.2269849,1.3707926,0.051565055,0.9306102,1.4329699,0.008415538,0.79707646,1.1475695,0.013416154,0.777596,0.77449465,-0.016181858,0.90035,0.49887627
0.06270727333625158,0.09662252107784151,0.9824333333333334,0.9687,1.8825170993804932,0.031847473,1.2280762,1.3645153,0.05188558,0.9326737,1.4270791,0.008553192,0.7982703,1.140997,0.012688367,0.7790579,0.76838136,-0.016210843,0.90289974,0.4933336
0.06118465903798739,0.09673046164549887,0.9829166666666667,0.9694,1.8821890354156494,0.032286454,1.2305765,1.3608807,0.051668994,0.93494713,1.4267112,0.008205772,0.7987771,1.1396277,0.013066322,0.7784729,0.7652964,-0.015741946,0.90370286,0.48950794
0.0594485720038414,0.0961695412479341,0.9837166666666667,0.9694,1.8638927936553955,0.03270215,1.2320184,1.3500772,0.052058537,0.93682814,1.415499,0.008133893,0.7999775,1.1288419,0.0123832375,0.77957964,0.7564243,-0.014817168,0.906633,0.48277953
0.05804625575343768,0.09317626674100757,0.9843,0.9693,1.8655061721801758,0.031546906,1.2333722,1.3492217,0.051613126,0.9385924,1.4156488,0.007821057,0.80117244,1.1262125,0.011472257,0.78058136,0.7525268,-0.0142855095,0.90893996,0.47907767
0.056455863084892435,0.09256798107586801,0.9846,0.9691,1.8870830535888672,0.03123692,1.2348908,1.3377018,0.052253544,0.9406975,1.4042866,0.0077404566,0.80239224,1.1163696,0.011742888,0.7812256,0.7448067,-0.014539662,0.9110076,0.47264197
0.05501571685771148,0.09206557310521603,0.985,0.9697,1.9005110263824463,0.03178001,1.2363498,1.3366154,0.051244494,0.9425116,1.4045306,0.0068131536,0.8027283,1.1148134,0.010331281,0.78086275,0.74136513,-0.014653027,0.9124345,0.46881127
0.053675396134456,0.09117175926677883,0.98525,0.9703,1.861703872680664,0.03206812,1.2376497,1.3334938,0.051475797,0.9439472,1.4014109,0.007202341,0.8036961,1.110533,0.010761919,0.7820362,0.7370551,-0.01454717,0.914712,0.4650295
0.052225239613652226,0.0909184888806194,0.9860166666666667,0.9713,1.874924898147583,0.032072306,1.2392845,1.323142,0.052448463,0.94572204,1.3916075,0.0070038917,0.80454814,1.101865,0.009822907,0.7823704,0.72979707,-0.014387892,0.91649145,0.45903343
